MovieName,Director,Cast,Duration,ReleaseDate,Genre,Production,Rating_MyMovies,Rating_Critic,Rating_Public,Rating_Average,TopParagraph,BottomParagraph
La solitudine è questa,Andrea Adriatico,,98,,Documentario - Italia,,"3,00",,"3,00","3,00","Regia di Andrea Adriatico. Un film Genere Documentario - Italia, 2022, durata 98 minuti. - MYmonetro 3,00 su 3 recensioni tra critica, pubblico e dizionari.","Sette scrittori italiani ""under 40"" e otto città italiane (più Berlino) per raccontare le atmosfere, le
suggestioni, l'attualità dell'opera di Pier Vittorio Tondelli."
Il canto delle cicale,Marcella Piccinini,,67,,Documentario - Italia,,,,,,"Regia di Marcella Piccinini. Un film Genere Documentario - Italia, Turchia, 2022, durata 67 minuti.","Una storia di lotta, la storia del filo che unisce nonostante tutto le persone. Indissolubilmente. Un esempio, che parla silenziosamente anche di tutte le altre."
Simone Cristicchi - Happynext. Alla ricerca della felicità,Andrea Cocchi,Simone Cristicchi,,,Documentario - Italia,,,,,,"Regia di Andrea Cocchi. Un film con Simone Cristicchi. Genere Documentario - Italia, 2022,",Un road-movie dell'anima che finisce per dimostrare come il viaggio sia più importante della destinazione.
999 - L'altra anima del calcio,Federico Rizzo,,78,,Documentario - Italia,,,,,,"Regia di Federico Rizzo. Un film Genere Documentario - Italia, 2022, durata 78 minuti.","In Italia al Box Office 999 - L'altra anima del calcio ha incassato  3,5 mila euro ."
L'amore ti salva sempre,"Antonio Andrisani, Vito Cea","Andrea Roncato, Uccio De Santis, Pietro De Silva, Paola Lavini, Mimmo Mancini",,,Drammatico,Saturnia pictures srl,,,,,"Regia di Antonio Andrisani, Vito Cea. Un film con Andrea Roncato, Uccio De Santis, Pietro De Silva, Paola Lavini, Mimmo Mancini. Cast completo Genere Drammatico, - Italia, 2022, distribuito da Saturnia pictures srl.",Lungometraggio costituito da quattro episodi con storia di raccordo riguardante la tematica del razzismo.
Qui non c'è niente di speciale,Davide Crudetti,,,,Documentario,ZaLab,,,,,"Regia di Davide Crudetti. Un film Genere Documentario, - Italia, 2022, distribuito da ZaLab.","Una storia del Sud d'Italia, di chi qui rimane e non va via, come spesso invece accade.  Storie di giovani e di rovine, di radici e di voglia di capire il mondo, di tradizione ed identità. Ma anche storie di futuro."
Wanna,Nicola Prosatore,Wanna Marchi,,,Documentario - Italia,,,,,,"Regia di Nicola Prosatore. Una serie con Wanna Marchi. Genere Documentario - Italia, 2022,",Una docu-serie crime con tocchi pop che ricostruisce e racconta gli aspetti noti ma soprattutto quelli meno noti di Wanna Marchi.
Fiabe Italiane,Lorenzo Andreaggi,"Raffaele Albani, Alfredo Andreaggi, Susanna Mollica, Alfredo Correani, Loretta Somigli",,,Drammatico - Italia,,,,,,"Regia di Lorenzo Andreaggi. Un film con Raffaele Albani, Alfredo Andreaggi, Susanna Mollica, Alfredo Correani, Loretta Somigli. Genere Drammatico - Italia, 2022,",
America non c'è,Davide Marchesi,,77,,Documentario - Italia,,,,,,"Regia di Davide Marchesi. Un film Genere Documentario - Italia, 2022, durata 77 minuti. Oggi tra i film al cinema in 1 sala cinematografica",
Scarrafone,Giacomo De Bello,"Sebastiano Pigazzi, Laura Serena",,,Horror,Whiterose Pictures,,,,,"Regia di Giacomo De Bello. Un film con Sebastiano Pigazzi, Laura Serena. Genere Horror, - Italia, 2022, distribuito da Whiterose Pictures.","La la storia di Agnese, che vive sola in una casa isolata in mezzo ai colli insieme a un ospite misterioso."
Vita terrena di Amleto Marco Belelli,Luca Ferri,,98,,Documentario,Lab 80 Film,,,,,"Regia di Luca Ferri. Un film Genere Documentario, - Italia, 2022, durata 98 minuti. distribuito da Lab 80 Film.","Marco Belelli, in arte Divino Otelma, si racconta in un viaggio intimo, sincero e personale attraverso le sue molteplici vite da mago, chansonnier, politico."
Virna Lisi - La donna che rinunciò a Hollywood,Fabrizio Corallo,,82,,Documentario - Italia,,,,,,"Regia di Fabrizio Corallo. Un film Genere Documentario - Italia, 2022, durata 82 minuti.","Un viaggio sentimentale nella vita e nella carriera di Virna Lisi, l'affascinante attrice marchigiana scomparsa nel 2014."
Non ne parliamo più,"Cecile Khindria, Vittorio Moroni",,76,,Documentario - Francia,,,,,,"Regia di Cecile Khindria, Vittorio Moroni. Un film Titolo originale: N'en parlons plus. Genere Documentario - Francia, Italia, 2022, durata 76 minuti.","Tramite un viaggio, si ripercorrono le tappe del conflitto tra Francia e Algeria. Il film ha ottenuto 1 candidatura a David di Donatello, In Italia al Box Office Non ne parliamo più ha incassato  624  ."
Munich Games,Philipp Kadelbach,"Seyneb Saleh, Yousef 'Joe' Sweid, Sebastian Rudolph, Doval'e Glickman, Evgenia Dodina",,,Thriller,,,,"3,00",,"Regia di Philipp Kadelbach. Una serie con Seyneb Saleh, Yousef 'Joe' Sweid, Sebastian Rudolph, Doval'e Glickman, Evgenia Dodina. Cast completo Genere Thriller, Drammatico - Israele, Gran Bretagna, Italia, Germania, 2022, STAGIONI: 1 - EPISODI: 6",A 50 anni dall'attentato ai Giochi di Monaco '72 l'incubo terroristico rivive in questo thriller Sky Original tedesco.
"Paisan, ciao","Nene Grignaffini, Francesco Conversano",,72,,Documentario - Italia,,,,,,"Regia di Nene Grignaffini, Francesco Conversano. Un film Genere Documentario - Italia, 2022, durata 72 minuti.","In Italia al Box Office Paisan, ciao ha incassato  1 mila euro ."
Inside Renzo Piano Building Workshop,"Claudia Adragna, Davide Fois",,52,,Documentario - Italia,,,,,,"Regia di Claudia Adragna, Davide Fois. Un film Genere Documentario - Italia, 2022, durata 52 minuti.",Una panoramica sul processo creativo che coinvolge Renzo Piano e i suoi collaboratori.
Una claustrocinefilia,Alessandro Aniballi,,84,,Sperimentale - Italia,,"3,50",,,,"Regia di Alessandro Aniballi. Un film Da vedere 2022 Genere Sperimentale - Italia, 2022, durata 84 minuti. Valutazione: 3,5 Stelle, sulla base di 1 recensione.","Marzo 2020, scatta il lockdown. Un cinefilo, Alessandro Aniballi, si rifugia nel cinema del passato, cercando di capire come sia nata in lui questa ossessione."
I magnifici 4 della risata,Mario Canale,,90,,Documentario - Italia,,,,,,"Regia di Mario Canale. Un film Genere Documentario - Italia, 2022, durata 90 minuti.","La stagione comica di Roberto Benigni, Francesco Nuti, Massimo Troisi, e Carlo Verdone."
Storia di nessuno,Costantino Margiotta,,80,,Documentario - Italia,,,,,,"Regia di Costantino Margiotta. Un film Genere Documentario - Italia, 2022, durata 80 minuti.","La storia del cooperante italiano Giovanni Lo Porto, sequestrato da Al Qaida nel gennaio del 2012 e ucciso tre anni dopo da un drone americano al confine tra Afghanistan e Pakistan."
Unità Mobile di Soccorso,Maria Tilli,"Giacomo Ferrara, Andrea Lattanzi, Ivan Franek, Agnese Claisse",,,Drammatico - Italia,,,,,,"Regia di Maria Tilli. Un film con Giacomo Ferrara, Andrea Lattanzi, Ivan Franek, Agnese Claisse. Genere Drammatico - Italia, 2022,","Un road movie che con aspra sincerità racconta di quattro persone, a tratti inconsapevoli di aver intrapreso un viaggio verso i confini della vita."
Gli speciali,Daniele Malavolta,"Claudio Del Falco, Giuseppe Milazzo Andreani, Stefano Maniscalco, Luis Molteni",,,Azione,"Ipnotica Distribuzioni, Saturnia pictures srl",,,,,"Regia di Daniele Malavolta. Un film con Claudio Del Falco, Giuseppe Milazzo Andreani, Stefano Maniscalco, Luis Molteni. Cast completo Genere Azione, - Italia, 2022, distribuito da Ipnotica Distribuzioni, Saturnia pictures srl.","Una commedia d'azione di supereroi, in cui umorismo e citazioni metacinematografiche giocano un ruolo fondamentale."
Milano Calibro 9: Le ore del destino,M,,52,,Documentario - Italia,,,,,,"Regia di M. Debora Farina. Un film Genere Documentario - Italia, 2022, durata 52 minuti.",L'avventurosa storia di un film diventato negli anni un vero e proprio cult.
La grande opera,Corrado Punzi,,97,,Documentario - Italia,,,,,,"Regia di Corrado Punzi. Un film Genere Documentario - Italia, 2022, durata 97 minuti.","I bambini di un'attivista assistono alla repressione della protesta contro l'arrivo di un gasdotto, mentre la multinazionale racconta i benefici dell'opera."
Il posto,"Mattia Colombo, Gianluca Matarrese","Raffaele Di Sieno, Giuseppe Senatore",75,,Documentario - Italia,,,,,,"Regia di Mattia Colombo, Gianluca Matarrese. Un film con Raffaele Di Sieno, Giuseppe Senatore. Genere Documentario - Italia, Francia, Germania, 2022, durata 75 minuti.",Il racconto dei lunghi tragitti che gli aspiranti infermieri fanno dal sud al nord dell'Italia.
Fuoricondotta,Fabio Martina,,65,,Documentario - Italia,,,,"2,50",,"Regia di Fabio Martina. Un film Genere Documentario - Italia, 2022, durata 65 minuti.",
The Perfect Number,Krzysztof Zanussi,"Andrzej Seweryn, Jan Marczewski, Julia Latosinska, Jan Nowicki, Ihor Aronov",87,,Drammatico - Polonia,,"3,50",,,,"Regia di Krzysztof Zanussi. Un film Da vedere 2022 con Andrzej Seweryn, Jan Marczewski, Julia Latosinska, Jan Nowicki, Ihor Aronov. Cast completo Titolo originale: Liczba doskonala. Genere Drammatico - Polonia, Israele, Italia, 2022, durata 87 minuti. Valutazione: 3,5 Stelle, sulla base di 2 recensioni.",Un uomo vicino alla terza età riallaccia i rapporti con un giovane cugino genio della matematica. Questa frequentazione cambierà entrambi.
La quinta stagione,Isabella Carpesio,,75,,Documentario,Trent Film,,,,,"Regia di Isabella Carpesio. Un film Genere Documentario, - Italia, 2022, durata 75 minuti. distribuito da Trent Film.",
U Scrusciu Du Mari,Riccardo Cannella,"Manuela Ventura, Ivan Olivieri, Francesco Russo",,,Commedia - Italia,,,,,,"Regia di Riccardo Cannella. Un film con Manuela Ventura, Ivan Olivieri, Francesco Russo. Genere Commedia - Italia, 2022,",
Why Me,"Giovanni Caloro, Alessandro Merletti De Palo","Mara Maionchi, Pietro Sermonti",,,Documentario - Italia,,,,,,"Regia di Giovanni Caloro, Alessandro Merletti De Palo. Un film con Mara Maionchi, Pietro Sermonti. Genere Documentario - Italia, 2022,",Un documentario con interviste che cerca di rispondere ad alcune domande sull'esistenza.
'O Panaro,Giuseppe Iacono,,73,,Drammatico - Italia,,,,,,"Regia di Giuseppe Iacono. Un film Genere Drammatico - Italia, 2022, durata 73 minuti.",Il lavoro di due sicari viene interrotto da un misterioso inquilino del palazzo in cui si trovano.
Ed è subito commedia,Brando Improta,"Alessandra Scarci, Brando Improta, Alessandra De Rosario, Luigi Sgrizzi",,,Commedia - Italia,,,,,,"Regia di Brando Improta. Un film con Alessandra Scarci, Brando Improta, Alessandra De Rosario, Luigi Sgrizzi. Cast completo Genere Commedia - Italia, 2022,","Il film racconta la storia di Marco e Giada, due giovani che si sono persi di vista e che si rincontrano dopo vent'anni."
Madre Notturna,Daniele Campea,,100,,Thriller - Italia,,,,,,"Regia di Daniele Campea. Un film Genere Thriller - Italia, 2022, durata 100 minuti.",
Su queste montagne,Andrea Sbarretti,,61,,Documentario - Italia,,,,,,"Regia di Andrea Sbarretti. Un film Genere Documentario - Italia, 2022, durata 61 minuti.",La vita nelle montagne della Valnerina.
Ragtag,Giuseppe Boccassini,,84,,Documentario - Germania,,,,,,"Regia di Giuseppe Boccassini. Un film Genere Documentario - Germania, Francia, Italia, 2022, durata 84 minuti.","Una grande panoramica sul cosidetto cinema noir, basata su 310 film."
Il Fante di Cuori,Michelangelo Bertocchi,"Tiziano Augenti, Elena Falvella, Marco Curti Obregon, Fulvio Wetzl, Roberto Renna",42,,Drammatico - Italia,,,,"4,00",,"Regia di Michelangelo Bertocchi. Un film con Tiziano Augenti, Elena Falvella, Marco Curti Obregon, Fulvio Wetzl, Roberto Renna. Genere Drammatico - Italia, 2022, durata 42 minuti.","Un giovane soldato cade vittima di un'imboscata nemica, e scappando s'imbatte in una baita abitata da una prostituta di nome Aurora. L'incontro con la prostituta mettera` in discussione tutte le sue certezze. In Italia al Box Office Il Fante di Cuori ha incassato  623  ."
Bobi Bazlen - Con uno zaino pieno di libri,Giampaolo Penco,,72,,Documentario - Italia,,,,,,"Regia di Giampaolo Penco. Un film Genere Documentario - Italia, 2022, durata 72 minuti.","La vita di un lettore geniale ed eclettico, grande intellettuale del Novecento."
Dove vanno i vecchi dèi che il mondo ignora?,"Giuseppe Spina, Giulia Mazzone",,67,,Documentario - Italia,,,,,,"Regia di Giuseppe Spina, Giulia Mazzone. Un film Genere Documentario - Italia, 2022, durata 67 minuti.","Sulle tracce di un'antica esplorazione, viaggio ipnotico nel tempo e nella materia dell'Etna."
Trained To See - Three Woman and the War,Luzia Schmid,,106,,Documentario - Germania,,,,,,"Regia di Luzia Schmid. Un film Titolo originale: Drei Frauen und der krieg. Genere Documentario - Germania, Italia, 2022, durata 106 minuti.",Luzia Schmid ricostruisce le vite parallele di tre donne che furono fotoreporter ufficiali sul fronte europeo durante la seconda guerra mondiale attingendo a materiale spesso inedito.
The Iron Pope,Omar Pesenti,,60,,Documentario - Italia,,,,,,"Regia di Omar Pesenti. Un film Genere Documentario - Italia, 2022, durata 60 minuti.",
Altri comizi d'amore,Massimiliano Finazzer Flory,,,,Documentario - Italia,,,,,,"Regia di Massimiliano Finazzer Flory. Un film Genere Documentario - Italia, 2022,",Un documentario ispirato agli scritti di Pier Paolo Pasolini e girato in Friuli Venezia Giulia.
Terry's Show,Matteo Ballarati,"Daniele Marcheggiani, Daniele Balconi, Mauro Negri, Noemi Bertoldi, Giovanni Iacono",,,Drammatico - Italia,,,,,,"Regia di Matteo Ballarati. Un film con Daniele Marcheggiani, Daniele Balconi, Mauro Negri, Noemi Bertoldi, Giovanni Iacono. Genere Drammatico - Italia, 2022, Consigli per la visione di bambini e ragazzi: V.M. 14","Andrea, giovane ragazzo che deve affrontare un processo per esser scagionato da un accusa di omicidio, viene aiutato dai propri amici per chiudere delle questioni irrisolte"
Il sogno di una cosa,Leonardo Ferrari Carissimi,"Esther Cuspinera, Michael Smadja, Billy Smith (II)",46,,Documentario - Italia,,,,,,"Regia di Leonardo Ferrari Carissimi. Un film con Esther Cuspinera, Michael Smadja, Billy Smith (II). Genere Documentario - Italia, 2022, durata 46 minuti.","Un caro amico di Pasolini è concinto che lo scrittore si sia immolato alla sua volontà di aderire a un ponderato e lucido progetto mortifero,"
Ordinary Failures,Cristina Grosan,"Vica Kerekes, Petra Buckova, Jana Stryková, Jana Plodková, Tatjana Medvecká",84,,Drammatico - Repubblica ceca,,,,,,"Regia di Cristina Grosan. Un film con Vica Kerekes, Petra Buckova, Jana Stryková, Jana Plodková, Tatjana Medvecká. Cast completo Genere Drammatico - Repubblica ceca, Ungheria, Italia, Slovacchia, 2022, durata 84 minuti.",Tre donne si trovano a dover rivoluzionare la loro vita in seguito a un misterioso evento. In Italia al Box Office Ordinary Failures ha incassato nelle prime 3 settimane di programmazione 544   e 362 euro nel primo weekend.
Sisters,Linda Olte,"Emma Skirmante, Gerda Aljena, Victoria Mayers-Gray, Bella Alexandras, Iveta Pole",104,,Drammatico - Lettonia,,,,,,"Regia di Linda Olte. Un film con Emma Skirmante, Gerda Aljena, Victoria Mayers-Gray, Bella Alexandras, Iveta Pole. Cast completo Genere Drammatico - Lettonia, Italia, 2022, durata 104 minuti.",In Italia al Box Office Sisters ha incassato  39  .
Michele - Hollywood è un'altra Cosa,Filippo Feel Cavalca,"Michele Bravi, Nika Nestj, Veronica Conti, Milena Zanlari, Stefano Raspini",,,Drammatico - Italia,,,,,,"Regia di Filippo Feel Cavalca. Un film con Michele Bravi, Nika Nestj, Veronica Conti, Milena Zanlari, Stefano Raspini. Cast completo Genere Drammatico - Italia, 2022,",
Jazz Set,Steve Della Casa,,,,Documentario - Italia,,,,,,"Regia di Steve Della Casa. Un film Genere Documentario - Italia, 2022,","Un documentario che ripropone alcune canzoni jazz del passato. In Italia al Box Office Jazz Set ha incassato  3,1 mila euro ."
Vittorio - In un tempo fuori dal tempo,Elisabetta Sgarbi,,60,,Documentario - Italia,,,,"1,00",,"Regia di Elisabetta Sgarbi. Un film Genere Documentario - Italia, 2022, durata 60 minuti.",Un racconto polifonico per un ritratto impossibile che dalle acque del Po confluisce a Milano.
C'era una volta il Cinema Azzurro Scipioni,Lorenzo Negri,,95,,Documentario - Italia,,,,,,"Regia di Lorenzo Negri. Un film Genere Documentario - Italia, 2022, durata 95 minuti.",Il racconto della storica sala fondata da Silvano Agosti.
Firenze città d'acque,"Massimo Becattini, Sandro Nardoni, Luciano Nocentini",,64,,Documentario - Italia,,,,,,"Regia di Massimo Becattini, Sandro Nardoni, Luciano Nocentini. Un film Genere Documentario - Italia, 2022, durata 64 minuti.",
"Ennio Flaiano, Straniero in Patria","Fabrizio Corallo, Valeria Parisi",,,,Documentario - Italia,,,,,,"Regia di Fabrizio Corallo, Valeria Parisi. Un film Genere Documentario - Italia, 2022,","Ha vinto un premio ai Nastri d'Argento,"
La paz del futuro,"Francesco Clerici, Luca Previtali",,80,,Documentario - Italia,,,,,,"Regia di Francesco Clerici, Luca Previtali. Un film Genere Documentario - Italia, Gran Bretagna, 2022, durata 80 minuti.","Un viaggio personale, politico e artistico, che segue la figura di Janet Pavone, muralista italo-americana."
Leogra. Eredità di un paesaggio,Andrea Colbacchini,,53,,Documentario - Italia,,,,,,"Regia di Andrea Colbacchini. Un film Genere Documentario - Italia, 2022, durata 53 minuti.",
Confine,Alice Tomassini,,65,,Documentario - Italia,,,,,,"Regia di Alice Tomassini. Un film Genere Documentario - Italia, 2022, durata 65 minuti.","La regista Alice Tomassini riflette su cosa significhi oggi varcare un confine e mostra l'importanza del ruolo delle donne come operatrici di pace. Ha vinto un premio ai Nastri d'Argento,"
